,text_a,text_b,labels
252,@ustadtengkuzul @CNNIndonesia ini yg dnamkan Negara liberal lama2 yg dijual juga Istana Negara tu,Istana Negara,2
253,@saididu @fadlizon BUMN DIJADIKAN SAPI PERAH UNTUK MENDANAI RENCANA JAHAT REZIM KOMUNIS !!,BUMN,2
254,Pagi ni ada makcik mengamuk sebab lif dah sampai G floor tapi pintu tak buka2. Padahal kitorang kat LG ,LG,2
255,@mashitaharifin_ Eh tadehal do aku tak buat apa pun takpa la kalau ada ada la tu ah aku pun malas nak jaga dia,Eh,2
256,@afyishaq Peh Ijazah ngam ter goodluck afy. Kau jadi pemuda umno Semenyih satu hari nanti. Hapus kan saki baki sosialis kt sana,Semenyih,2
257,Selapas puasa kemain banyak alasan malas nak start lari. Dapat lari sekali tuari latlat. Lepas tu start alasan esok lah mula lari. ,Selapas,2
258,"Duit takde, tak nak kerja. Dah bagi advance, kau boros sana sini. Balek kg sampai 2 hari. Kepala butoh.",kg,2
259,"Setia, bodohnya aku setia",bodohnya,2
260,lepastuh dia yg merajuk dia jealous dia yg minta maaf . tahu pun . buat kerja tak pepasal nak salahkan org . padan muka .,org,2
261,@Amirul_szami Jahanam....jahanamm...,Jahanam,2
262,Dalam malaysia ni sorang je mat rempit yang hensem. Farid kamil. Fight me,Farid,2
263,@PakarLogika @heyshavv dan jangan lupa ada bantuan ekonomi super besar dari USA buat ngebendung pengaruh komunis dari korut,USA,2
264,Kesian anak buah kitaaa. Sorang tetiba demam. Sorang kena marah terus diam. Hmm. Still love them. ,Kesian,2
265,@aimanhkmm_ Anjirr ko nak keluar rumah pun malas lagi nak datang rumah aku,Anjirr,2
266," ""(Dikatakan kepada orang kafir), ""Masuklah kamu ke pintu neraka Jahanam, dan kamu kekal di dalamnya..."""" (QS 40:76)",Jahanam,2
267,mat rempit ni malam2 dok ram motor. polis datang semua lari. aku harap ada lah trailer yang sanggup langgar dia org ni.,malam2,2
268,Kena rogol kena ragut.. hari tu kat parking pun sama - bad luck #ceterahatidiya,ceterahatidiya,2
269,"@bahul20 @FiyoRiza Aku koyoke Liberal, kapitalis.",Liberal,2
270,UNESA menuju kampus elite kapitalis heuheuh.,UNESA,2
271,"UNBK = Ujian Nasional Berbasis Komunis.
ASTAGFIRULLAH!!",UNBK,2
272,KESIAN LA ABANG AKU ! SIAP FIKIR MACAM MANA NAK SIMPAN DUIT SEMUA BODOHNYA BETINA NI  ya rabbi puasa puasa ,puasa puasa,2
273,Indo player childish gila sia tak dapat kar terus marah marah kepala babi kau laa main game je la sial,Indo,2
274,Okay celcom kat rumah aku ni dah boleh pergi JAHANAM.,JAHANAM,2
275,Lapar tapi malas makan tapi kalau dpt nasi goreng ikan sedap jugak ni tapi malas nak masak. Kalau dah banyak tapi dok diam je la Nisa!,Nisa,2
276,"Ye lagi tadi rindu sebenarnya. Cuma malas nak cakap, biasalahh ego kan",Ye,2
277,"Me: nah padan muka janna nick kena ludah dgn baim wong

Husband: kena ludah pun payment babak ni bayaq lebih ni

Me: ........",bayaq,2
278,Hanjing betul pergi main wechat la pukimak!!,Hanjing,2
279,Syakir retweet apa ni sial! Bodoh pecah hanat,Syakir,2
280,"halte bis transjakarta yang sosialis demokrat

halte bermis sanders",bis transjakarta,2
281,"Kisah Kada mood lwn maria.
Spy ada banyak waktu gasan membaiki bininya yg lg sakit hati.",Spy,2
282,@_akashahismail Suspect denggi,Suspect,2
283,Luckily bukan suspect denggi ,Luckily,2
284,@jejuice Salah. Muse la. Masa sem 2 tu kan demam denggi. Rugi betul,Muse,2
285,@tni_ad TNI AD Benteng Terakhir NKRI dari Idologi yg tdk PANCASILA !!! baik Komunis maupun Khilafah,Terakhir NKRI,2
286,@muizbadrul @aimannaim_as Ada siapa mau berdemo mega kerana dipanggil komunis? Eat shit you dumb fuck,Eat,2
287,Ada aksi kejar mengejar polis dgn mat rempit...tak tahu dang ke dok sbab mat rempit tu masuk kg..polis ni bukan tahu sgt jln..,kg,2
288,"@hotradero Tetep aja ngutang! Tetep aja dikuasain aseng! Tetep aja mau dibeli cina komunis 
.
#KampretPunyaGaya",KampretPunyaGaya,2
289,Menjawab soalan law ni seumpama kepala nak dikelar tau? Jahanam!,Jahanam,2
290,"Aku memang malas nak bukak whatsapp, pehal laki orang ni. Kalau urusan kerja esok hari masa ada adoiii",esok hari,2
291,"@azan_ms Kesian doh, dah lah kalah, dipergunakan mat rempit pulak orang tua tu.",Kesian,2
292,"@detikcom LOL, itu karena konsep liberal kalian ga laku di kampus2.",kampus2,2
293,@Azfarovski lain ke babi malaysia dgn babi jepun? kalau sama makan babi malaysia jelah lmbat nak tggu p jepun nnt kempunan,jepun,2
294,"@lreneviena @SBYudhoyono Memek Firza adalah China Komunis dan cukong Cina, tapi Rizieq sangat DOYAN.",DOYAN,2
295,"@BonnieTriyana Tokoh komunis yang punya acara di TVRI?

Aneh tapi Njoto",Njoto,2
296,"Teringin nak buat #TrashChallenge dekat rumah flat aku tu... Tapi subhanallah keadaannya boleh ada ular sawa, nyamuk denggi semua kat situ.",TrashChallenge,2
297,Cilaka punya usop. Padan muka kau. Kahkahkah,Kahkahkah,2
298,@MCAOps @zokowiek Mereka lebih senang bendera NU dikibarkan orang komunis,NU,2
299,@GilaKentng Jahanam habis ler kereta tu...,Jahanam,2
300,"@ejon__ Seronok la India DAP dan Cina DAP rasis bila tengok, PAN, PRIBUMI dan UMNO bergaduh",UMNO,2
301,@mdaidilashraf KAU DKT SEPANG KEEEEEE AKU BENCI LA KAU BALIK TAK CAKAP,KEEEEEE,2
302,@bloodyfreez Denggi ke dengki,Denggi,2
303,Padan muka makan lagi maggi pedas malam tadi. Ni dari subuh sampai sekarang sebu je haaa perut. Member ajak berbuka ,tadi,2
304,Betulla orang bilang masuk 18 ni start suda dugaan lagi2 dengan orang sekeliling yang enta apa2 gaya bikin sakit jiwa,18,2
305,@badjamjam Retiring Apu was racist.,Retiring Apu,2
306,Babi la korg! setan betul. Pergi kerja la sial ! sibuk nak meragut org. babi anjing. harap kau mereput mati sorg2,org,2
307,"Him : Baby period ka?

Me :  *Benda boleh gaduh buatpa bincang

Dak. Awat u craving nak kena marah ka?",Awat,2
308,Misspelled Cemalia into Camelia takpelah sis okay je sbb ramai org confused TAPI PALING BENCI BILA ORG INGAT NAMA SYAFIQAH ATAU AFIQAH,Misspelled Cemalia,2
309,Kakyaa ajak gi uptown entah lah tahun ni i malas nak ikut nak raya pun malas hm can i just skip this phase ? ,Kakyaa,2
310,@atrhzkria Weiii confident nya akuuu sbb aku malas nak baca teory,Weiii,2
311,Selama puasa tiap weekend aku pasti jalan or bukber diluar alias pemborosan anjirrr,weekend,2
312,@khairulryezal Komuniti ni bunyi nyer mirip2 komunis. Ramai pemimpin dan penyokong DAP berfahaman komunis...patut ler!,DAP,2
313,#01MenangKomunisSenang wahh parah ne 01 didukung komunis,01MenangKomunisSenang,2
314,@pnmaisarah_ Gila tak mengamuk siaaaaaaa. Dahlah jubah baru dooo aku pakai masatu mmg mindfuck gila ah siaaaaa senang citeee,Gila,2
315,Semua error dia aku tengok kot. Mane tak sakit hati. Redundant,Redundant,2
316,"#Spoiler
10 kali Thanos mati, Iron man mati, Black Widow mati, akhirnya depa semua hidup balik...padan muka korang.",Black Widow,2
317,@do_ra_dong TNI kok masih anteng2 aja ya paham Komunis ini kian berkembang.,TNI,2
318,@aisha_rahimS Denggi ke kak pah?,Denggi,2
319,"Remember 'home is wherever you are'

Sincerely,
warga setempat yang lama berkelana di dunia kapitalis.",Sincerely,2
320,@EkeenAmran Kau tu yang bodoh. Kimak punya perempuan,Kimak,2
321,@bernamadotcom @AidilRehal Mereka itu adalah dari puak Cina BANGSAT KOMUNIS DAP,Cina,2
322,"Dengan bersaksikan bulan dan bintang..... 

Semua students yang satu floor kena rotan dekat tapak kaki ",satu,2
323,"Kalau tak suka, MUTE la sis. nak tengok buat apa kalau sakit hati? lepastu duk bitter sesorang. tahpape la perangaii.",MUTE,2
324,"Ganteng.. perfeksionis.. idealis.. sosialis.. otaknya berfungsi..
.
Sayaaang @triwibowo03 ~
",Ganteng,2
325,Malas nak cakap dah pasal Kelantan ni.,Kelantan,2
326,"@thekings_vii @SanjeevanSS sure kena rogol malam sabtu nie
confem",sabtu nie,2
327,Sabrina menjerat diri sendiri. Padan muka ,Sabrina,2
328,"Mcm biasa la kalau kat kg makan non stop, tak makan nasi kena marah  lpstu skrg tngh musim durian, sumpah banyak gilaaaaa aduhai",lpstu,2
329,"Bebal berpuak biar berakal, mengaku mcm adik beradik tpi tinggalkan member sorang. Atleast inform ah dia. Ah aku yang hangin ni",Atleast,2
330,Dan 20 tahun telah berlalu...aku seperti ini dan dia masih jadi babu kapitalis...itulah nasib...kopi jeng udud bari nangunyar..,20,2
331,Rase malas nak mencuba dah haih,Rase,2
332,Aku tarik balik semua pujian aku untuk Ahmad Maslan. Beliau masih bebal.,Ahmad Maslan,2
333,"@AndriawanRandie @Dahnilanzar @prabowo Komunis mana punya hati mana ngerti, malessiinnn... debat ama  elu",Komunis,2
334,@detikcom @prabowo DNA NASAKOM dong.... Kaum kiri dan kanan... Yang halal dan haram dipersatukan.... Jadi subhat... Akhirnya neraka jahanam,NASAKOM,2
335,"Habis jahanam duit Felda dan tabung haji geng geng najib ni rembat, nauzubillah punya jahat.",Felda,2
336,"@MuszSee @ustadtengkuzul Komunas komunis...
Buktinya mana?! BACOT AJA ANJENG",Komunas,2
337,"@abdulrachim18 @sulis_tianti @KPU_ID @KPU_ID SIAP CEK CEK CEK CEK
BENAR AMANAH MASUK SURGA
MENUTUPI KEBOHONGAN 7 TURUNAN NERAKA JAHANAM..",JAHANAM,2
338,Fedup dengan spesies racist ni. Kaum kau takde salah. Melayu je salah semua benda. Lol,Melayu,2
339,@wix95 paket murmer malahan iku. under 20k tapi kesan megah cocok buat babu kapitalis :(,20k,2
340,"Ni lah sebab org tua selalu cakap, kalau tau kau mcm ni, kocik-kocik marin den pijak an sampai mati.",org,2
341,Yang teriak2 kumunis itu nyadar ga sih kalau ini pemerintahan yang paling kapitalis sepanjang sejarah Indonesia,Indonesia,2
342,Prosedur ni TAK PATUT WUJUD. Haramkan je la. Make it illegal. Kenapa nak benarkan org kahwin dngn budak2? Bodohnya,Haramkan,2
343,@kersytal GAMAUU ANJIRR KALO NGAKOE PENJARA TAR PENUH SAMA GUEE,GAMAUU,2
344,@mohdelya @ArifuddinAsran @NorIzzue Pala butoh dia . Followers 400 je pun . Sikit lagi aku nak bomb salak tinggi tadi .,Pala,2
345,Aku benci betul button wave dekat messenger fb ni. Berapa kali dah ter wave org,org,2
346,@HazimIzumi Denggi,Denggi,2
347,Ingin maen mortal kombat 11 tapi mahal kapitalis emang semuanya ,11,2
348,"Gua cwek usia 20th dan smpai sekarang gua hidup,  gua belum bisa masang eye liner sendiri anjirrr ",20th,2
349,PUKIMAK! SAKIT LA SIAL,PUKIMAK,2
350,Bodohnya Ihenachio apa entah nama dia ni!,Ihenachio,2
351,Orang selalu benci hari isnin. Tapi sekarang aku benci hari sabtu ,sabtu,2
352,"@na_dirs @nucare_lazisnu brarti kalo kyayi SAS bilang bahwa china bukan  penjajah,,,boleh dibilang bahwa SAS pendukung Komunis??????",Komunis,2
353,@joannarenisa Denggi ke?,Denggi,2
354,bodohnya gw ternyata dika itu skinifib? thread chatime itu?,skinifib,2
355,Sminggu x ke gym sebb denggi haihh,Sminggu,2
356,Yang bodoh selalunya mudah terkena. Sekalung tahniah. ,Sekalung,2
357,"@Hilmi28 Karakter kaum liberal emang bgtu stadz...
Sangat menjijikkan....
Hatinya bgtu kelam dgn rasa kebencian pada Islam....",Islam,2
358,@amarredzal_ Tah dah la tak kenal pastu selalu dok tanya duduk mana duduk mana ah malas nak layan,Tah,2
359,"@dinaranggita_ Paham doonngg, kalo nonton banyak 2 ntar jadi budak kapitalis, ndak masuuukk",Paham,2
360,@Acap_Gunners @PDRMsia @jaim @jakim @sprm Pukimak,Pukimak,2
361,Aliff aziz ni punya bodoh check in pun nak ambik gambar. Bebal,Aliff,2
362,Busuk hati kot tu yang macam shit aku sekarang ni.. maybe who knows,Busuk,2
363,Bodohnya lahhhh,Bodohnya,2
364,"@jomblokere5 @MardaniAliSera Hanya PKI,syiah,liberal,sekuler,islam nusantara yang anti dengan PKS.",PKS,2
365,@khairulryezal ...CILAKALH KO CINA DAP,CILAKALH KO CINA DAP,2
366,bodohnya linda,linda,2
367,@TsamaraDKI @PSI_Jakarta @idris_ahmad1 hidup Partai Sosialis Indonesia,Indonesia,2
368,@SuaraBiasa @tunfaisal Ni first time aku nak bilang menteri bebal. Sorry yb. Cerdik skit lah,Cerdik,2
369,@azysn_ Malas nak letak perkara sebenar. Biarlah rahsia. Gitchewwww ,Gitchewwww,2
370,ada tak kedai makan yang pakai card dalm uitm ni? sumpah malas nak jalan gi uptown,uptown,2
371,@leeanne0712 Pantun denggi nama dia,Pantun,2
372,Nevermind baru je tadi diberitahu...smua topik masuk...kepala babi...,Nevermind,2
373,Jualan komunis masih laku ya di Indo?,Indo,2
374,@haikalekal__ Denggi beb,Denggi,2
375,"Cmn mau ingetin,
Sakit hati karena dibully gemuk, sakit mata liat cermin, dan sakit kepala gara2 ga nemu baju, ga ditanggung bpjs",Cmn,2
376,@MRizuanmh Sape sokong PH mmg babi bodoh x sedo diri nenek moyang ko dlu membeso dgn UMNO!!semoga korang smua mampus cepat!!.,UMNO,2
377,@JackVardan @AdeAnnie1 Idiologi pancasila kok pro Cina Komunis,Cina,2
378,"@askfess Ternyata gak cuman aku yg begini:)

Tp kalau dijawab diketawain:)

Sakit hati loh:"")",Sakit,2
379,@h_zhoel Doa2ku mungkin terlalu kapitalis shingga Rohman Rohim kepada-Nya mjd hilang.,Rohman Rohim,2
380,"@h3ru_h Komunis, Islam dan kapitalis dicampur aduk",Islam,2
381,Bodohnya aku terlalu menaruh harapan dkt org yg sikit pun x anggap aku apa2 bagi dia,org,2
382,@lynniskandar10 Konflict adam kena rogol lah .. not Juita !! #nur2 @iSyafiqKyle,adam,2
383,"Sumpah dah tak nak tegur. Sombong melangit. Menyesal je aku tegur. Niat asal nak tanya khabar je la kan, end up aku yg sakit hati",Sombong,2
384,@melblangley @nicolewong89 @anthraxxxx @NajibRazak Kan dah bocor IP SPRM.. bukti apa lagi? Hidup hirup kencing mmg la bangang abadi,bangang,2
385,@NadzimAizat Tow klu bapak aku tau psal airasia dia tak mengamuk doei member dh la anti tony,doei,2
386,"Ideologi Madilog Tan Malaka itu ideologi sosialis (BUKAN komunis). Beliau menolak marxisme tetapi mendukung ""Semua rakyat itu sama rata"".",Tan,2
387,"@TanYoana @haikal_hassan Komunis, syiah, liberal gak ada tempat di indonesia. Indonesia negara yg damai aman dan tentram",Komunis,2
388,"@educationfess BANYAK YANG DAGANG ANJIRRRRRR DARI FESYEN SAMPE FASYUN ADA SEMUA GILA, ANAK IPA JIWA EKONOMI.",ANAK,2
389,Kesian member. Update pubg pastu takleh main sama2. Haaaa padan muka,Kesian,2
390,Bengang gak hidung asyik kena rogol.,Bengang,2
391,"Hey bo55kur!

Ikan celaru, ikan gelama,

Jumpa kawan baru tinggai kawan lama.

Eh sat sat,

Ikan puyu Kuala Kedah, Fuck you haram jadah.

NOH LINGKUP!

 ",Kuala Kedah,2
392,"@lamkanahraf Haritu aku komen pasal kerabat Johor ni, ultras dia mengamuk. Hang x kena ke?",Johor,2
393,@hafiz_hm Aku sakit hati bila keeper nyaris misskick tapi dia kata itulah keyakinan seorang penjaga gol. Babi,keeper,2
394,"Masa dia ""Tutup Aurat"" Nampak Elok &amp; CANTIK je  , Tiba2 dia buka Aurat , perghh ""Nampak Bodoh"" pula .",Aurat,2
395,@SinarOnline 2x claim kerja la ni ek?hari ni wira jepun..mungkin esok lusa naik wira komunis plk..,2x,2
396,@ustadtengkuzul Skrg tidak di wajibkan baca alquran...di lapas tdk sprti dlu yg di wajibkan krna tlh di nonaktipkan oleh komunis,alquran,2
397,"Jalan jalan sore sambil nunggu buka puasa itu menyehatkan.

Yang gak sehat itu ""jalanin aja dulu"" pasti ujung ujungnya sakit hati.",sore,2
398,Aku memang ada masalah personal dengan orang nama Haziq nih . Memang aku dendam sampai mati ye #ytjt,Haziq,2
399,"@arjoen_aja Liberal, Syiah, Komunis, antek cina wuah lengkap pokoke mas ",Syiah,2
400,Jahanam betul video lucah pemain bola sepak kebangsaan ni,Jahanam,2
401,"Sebab harini malas nak kerja, pergi pun lambat. Namun punch card masih hitam ye. Sempat kejar ",Sempat,2
402,@MuhdAzreey Tk bahagia dh cerai talak 10 padan muka,10,2
403,"Serangan fajar itu ciri khas demokrasi-kapitalis. Karena pemilu itu butuh dana banyak! Kalau mau bersih, ya pakai sistem Islam.",Islam,2
404,"Sosialis dalam individualis
Huh aku suka yang begini",Sosialis,2
405,Anjirr,Anjirr,2
406,@sayaieman Liberal ni mcm ais kacang ke.? Dapnya..,Dapnya,2
407,"Contohilah Sajad. Biar orang kecam dia, dia buat lagu",Sajad,2
408,"aku stress ni duit tak cukup  nak bayaq duit buku lagi, bill lagi. ahhshwjahsbshjsh",bayaq,2
409,"@kompasiana @kompascom HTI sdh dibubarkan, knp ga ditangkap sj ??? Makin hari makin tercium bau Komunis...",Komunis,2
410,"Welcome, June. Bulan lahirnya beberapa produk kafir, liberal dan antek yahudi seperti: Jokowi, Ahok, Pancasila dan saya.",June,2
411,Aku dlu bkn sjenis yg suka mkn sayur tp dsbbkan dmam denggi 2016  smpai skrg sayur is my fav. Tenaga mkn sayur xsama dgn xmkn sayur ...,2016,2
412,Tak racist. Tapi fakta. Sapit nanarogaya!,Sapit,2
413,@PejuangJlnLurus Mentaliti mat rempit... Sukahatila org nk pakai apa pon... Pastu nak men kutuk2 family...,Mentaliti,2
414,Pantat number dial not in service pulak. Penat la sial seharian. Takkan nak kena lari balik. Pukimak,Pukimak,2
415,Call my mom. Cakap esok keje lagi. Pastu kena padan muka. ,esok,2
416,"Plot twist .. 
Yang Hyun Suk keluar dari YG, trz di akuisisi sama SM .. blackvalvet collab, SM makin kapitalis ",Hyun,2
417,Malas nak keluar. Aku order Kenny restaurant busy lepas 2-3 tried. Aku order AnW rider reject job. Bengonggg laaaa ,Bengonggg,2
418,X sakit hati? Pembulak nak mampus ahh 7years and curang? Tf ahh!,7years,2
419,"@kompascom Aktivis komunis makan dr bohong
Sampah",Sampah,2
420,"Pertama kali liat iklan PSI di tv, saya kira 'partai sosialis indonesia'... oh ternyata partai solidaritas indonesia...",Pertama,2
421,"Nk tau mende apa yang bodoh? 

Line Celcom",Celcom,2
422,Boring... rasa cam nak life single balik senang takyah sakit hati,Boring,2
423,@_xxstardust @HafidzFarid K malas nak tapaukan nasi kandar kapitan,K,2
424,Sangat bisa dimengerti kenapa fans/keturunan Bung Karno dan PKI banyak yg ga suka orba dan sosialis kanan di waktu orla.,Bung Karno,2
425,Sumpah aku benci perangai kau. Jantan macam ni patut mampos. ,Jantan,2
426,Pukimak punya mesin basuh,Pukimak,2
427,Razif : weh jangan lupa puasa esok. Hmmm bebal.,Razif,2
428,"@AntoniRaja Itu pola pikir kapitalis, apa krn ada alfamart dan indomart trus orang berhenti belanja di toko lain? Naaah.. yuuk mikir",indomart,2
429,"Tetap jaya Indonesiaku, semoga tuhan memberkati negara ini dari kaum2 elite kapitalis yang gapunya otak.",Indonesiaku,2
430,"@Masantoss03 OBOR Pejajhan China Komunis

#ForumDoktorMuslimPeduliBangsa 
#OBORTiongkokBikinTekor",China,2
431,"Malas nak kata apa, org kedah kata pi mampoihhhhhh ",kedah,2
432,"Bring back 60rb dapat 30gb 4g dan 2gb all g @triindonesia 
75 rb terlalu kapitalis..",60rb,2
433,Perghhhhh lama tak tengok 6 Jahanam..,Jahanam,2
434,"k, dah malas nak rasa insecure dengan orang cantik ni. Just syukur dengan apa yang ada je. Hm",k,2
435,"Serious talk kalau gaduh pasal asasi matrik diploma or any u, sampai mati pun tak habis. Opinion org lain lain",org,2
436,"@BanyuSadewa Teriak teriak benci pki tapi sekolah masih make sistem komunis alias

"" Kemenangan piala, dan uang juara punya murid milik bersama""

Hipokrit",Hipokrit,2
437,"@ridlwandjogja Narasi intoleran, radikal, anti nkri, anti pancasila, makar, tidak pernah membuat narasi anti komunis, liberal, syiah dst",syiah,2
438,"Faktanya tak satupun negara demokrasi yg batasi akses Internet, Hanya negara2 otoriter blok komunis yg melakukan.. 

#JokowiPelanggarHAM",JokowiPelanggarHAM,2
439,"@Raka_mzr Yeee, kan beli morbid mask doang gpp, udah ada duid baru jadi Satan, haaaaaaaaaaaaaaaa
 btw antum kapitalis juga",Yeee,2
440,Dulu dibilangin kalo orang pintar itu yang tidurnya sedikit. Pas gede gue nyadar orang yang percaya hal tsb adalah orang yang dibegoin. Alias buset kurang tidur bikin sakit badan dan emosi.,Alias,2
441,"Menyesal juga beli cappuccino, terlupa ambik gula. 

Dah jauh, malas nak patah balik.",cappuccino,2
442,"Sakit hati tgk si dani nie

#CuriCuriCinta",CuriCuriCinta,2
443,aku paling benci la bila menguap pin tudung terbukak yes i know im fat you do not need to remind me 24/7,7,2
444,Mimpi nak pegi interview lmbt sbb bas rosak... Kat realiti bangun lambat eaa nak pegi kerja... Jahanam,Jahanam,2
445,Cannot brain. Tak cemburu ke?,Cannot,2
446,"Bar nyanyi Janji Setia

Fulltime kalah : Aswbjngnkalahanbosoqassjmbtkwraisomainmbokakusengmainsoyoraisoayosupporssd!

Fix kowe komunis!",Fulltime,2
447,Dari minggu lepas dengaq dah gaji 21hb.. Tapi masuk telinga kanan keluaq telinga kiri.. Malas nak percaya ,21hb,2
448,@tunfaisal Kerajaan boneka komunis,Kerajaan,2
449,"Paling benci naik bas free seating, dah nak kena argue dengan orang. Anjay",Anjay,2
450,@agungfikri12 Kapitalis tenanan iki syu... Emang hadiahe sepiro se? 1 triliun?,triliun,2
