text_a,text_b,label,NE_type,PoS,isReply
"Haihh, hope Sabah will do this same thing jangan harap kerajaan persekutuan laa, rumah sendiri kita jaga sendiri",Sabah,-1,GPE,PROPN,False
LOL. Dia yang caitro panggil orang lain cytro. Lepas tu drag isu takde kena mengena dengan caitro DAP yang kantoi. Lahanat punya perangai.,DAP,-1,NORP,PROPN,False
"@wannakka Masalahnya kerajaan teruk lagi, meeting parlimen pon takmau buat! Bodoh bingai",bingai,-1,PERSON,PROPN,True
"Aku duduk Selangor , dah sebulan duduk rumah sahaja butoo. Aku sumpah benci kerajaan nih.",Selangor,-1,GPE,PROPN,False
@Nanieenordin yee.. perlu ada pembersihan.. kalau betul sayang parti UMNO lah which i dah tak.. mak i je dlu kuat BN..,BN,-1,ORG,PROPN,True
"@Mxllan Mmg dah byk, tambak utk komersial.Umno dulu bykkan pengangguran",Umno,-1,GPE,PROPN,True
@datukhensem Sikda lain selain drpd dpt plg ke sarawak soon. Semoga kerajaan negeri dpt berik kelonggaran sikit.,Sikda,1,GPE,NOUN,True
MB Perak hina orang miskin boleh pulak. Fakof UMNO kepam,UMNO,-1,ORG,PROPN,False
Saya yang duduk di Subang kecewa dengan komen pemuda umno subang itu,Subang,-1,GPE,PROPN,False
"Punyalah banyak statement MCA yg mnyakitkan hati &amp; lagi teruk,DAP jugak yg dia tunggu2... Binawe",DAP,-1,NORP,PROPN,False
Ga ada covid pun warga Brunei hidupnya sudah diongkosin kerajaan :p,Brunei,-1,GPE,PROPN,False
@AzalinaOthmanS @minmodric_ liked Azalina posting.. kemah Ketua Pemuda UMNO Bachok,Azalina,-1,PERSON,PROPN,True
Tak salahkan selangor kes tinggi tapi kerajaan la babi salah,selangor,-1,GPE,PROPN,False
"@DrAdhamBaba @KKMPutrajaya bila data vaksin sekarag nak kaburkan rakyat selangor, bila kes covid asingkan selangor main politik lagi",covid,-1,GPE,PROPN,True
Selangor PKPD tapi Kilang still bukak Tak nampak pun usaha kerajaan nak selesaikan masalah Sebaliknya kerajaan punca kepada semua masalah,Selangor PKPD,-1,ORG,PROPN,False
@dapmalaysia Berapa banyak PPV kerajaan Penang dah sediakan?,Penang,-1,GPE,PROPN,True
@aaammzl @nflhjjxoxo Tek dap,Tek dap,0,ORG,PROPN,True
@abam_syuk @PASPusat selangor gagal..ph pun gagal,selangor,-1,GPE,PROPN,True
Kesian yg meniaga makan di Lembah Klang ni kena game dgn kerajaan ni Ingat boleh bernafas dari lemas tetiba pelampung yg diberi kena tarik balik. BANGANG!,Klang,-1,LOC,PROPN,False
Lantik tpm9 Dan pm9 ...kerajaan https://t.co/lZ4GcBPj3X dah tumbang .kira ahli parliament( sokongan ) skrg,Lantik,-1,ORG,PROPN,False
"Mahiadin ni dh jadi PM lg lama dri PH memerintah ke belum? Kalau lg lama, mmg PH bangang",Mahiadin,-1,GPE,PROPN,False
"@H_Bakkaniy Ahli politik malaysia ni,mmg kena overhaul lah. Kena ganti dgn yg bertanggungjawab dan berjalan seiring dgn masyarakat. Bala2",Bala2,-1,PERSON,NOUN,True
Waknat betul kes harini. Sumpah bodoh kerajaan skunk. #KerajaanBangsat #KerajaanCirit,Waknat,-1,PERSON,PROPN,False
@SyakirinNorjaya Indonesia dap gak. Hehehe,Indonesia,-1,GPE,PROPN,True
@SyedSaddiq Jaga jela kawasan muar tu.sibukk politik buat apa,muar,-1,LOC,PROPN,True
"Sembang jelah YB... Zaman ada kuasa dan jadi menteri dulu apa yg YB buat...? Ada perkara yang saya sokong YB, tapi ada beberapa perkara saya tidak bersependapat dengan YB... Sekarang tak ada kuasa bolehlah macam ni.. nanti dah berkuasa 24hours salahkan kerajaan sebelum",24hours,-1,PERSON,PROPN,False
"bukan nak jilat tapi ni baru wakil rakyat, daripada amik gambar makan meggi, buat rendang, kerajaan buto",rendang,-1,PRODUCT,NOUN,False
"Drug addict tak sedar diri. Dulu datang merayu minta kerja, DSAI bagi sebab kenangkan arwah SM Idris. Sekarang jadi pelacur politik ambik upah buat dakwaan bila pilihanraya dekat.",Idris,-1,PERSON,PROPN,False
Aoklah terpaling penauk hal politik.,Aoklah,-1,ORG,PROPN,False
"Ceyy nak buat hero la tu,pergi mampus sama je barua makan taik politik sampah.",Ceyy,-1,PERSON,PROPN,False
"@mkini_bm Ini Mamat poyo ! DUlu dia kata che det baling gelas pun x pecah sebelum GE14, bila BN tumbang ghaib terus.. mamat ni Kelian nk percaya?? GE15 humban jer ke Sg Perak ..",Mamat poyo,-1,PERSON,PROPN,True
Kini360: 23 kes Covid-19 varian Afrika Selatan dikesan di Kelantan https://t.co/6riYrtqdQw #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,PHGagal,-1,ORG,PROPN,False
Jarang Rafizi Ramli nak tweet politik. These few days beliau kembali hahaa bagi lagi bagiii lagii,Jarang Rafizi Ramli,-1,PERSON,PROPN,False
"Dalam percaturan politik pun, kerajaan Sarawak kawal papan catur.",Sarawak,-1,GPE,PROPN,False
Albert Einstein kalau hidup dia mati balik sbb terkejut tgk kerajaan punya pemikiran mcm ni,Albert Einstein,-1,PERSON,PROPN,False
Mcm mana la nk jumpak anak aku kt Sarawak. Dh setahun lebih dh x jumpa. Kerajaan hampa mmg pukimak lancau anak haram @MuhyiddinYassin,Sarawak,-1,GPE,PROPN,False
"Aku benci jenis manusia tak faham satira serupa kaki repot ni. KP UMNO PERAK, muka serupa rumah tak siap, ini kalau kat sekolah mesti jenis kaki sikit2 repot kat cikgu. Bangkai",UMNO PERAK,-1,NORP,PROPN,False
Newsflash : Tiada siapa pun panggil ini kerajaan Allah melainkan. ....org tua mp gelang patah tuh.,Newsflash,-1,WORK_OF_ART,PROPN,False
"@KKMPutrajaya kemana penguatkuasa negeri selangor apa tindakan yg di buat, mana pemimpin ph selangor yg kata pandai mengawal covid",selangor,-1,GPE,PROPN,True
"@AjaxbroBro @AimanAirin2 dia tak tahu klau bertukar lagi, sultan johor sndri akan hold kerajaan negeri tertubuh sehingga buat PRN johor",,-1,GPE,PROPN,True
Kerajaan ni sape? Kerajaan ni kita punya ke? Kita undi ke? More like penjajah nak bunuh populasi guna virus je. Miti dgn yahudi sama je perangai.,More,-1,ORG,PROPN,False
UMNO tarik sokongan serta merta bukan ke bererti Kerajaan ni dah jatuh? Atau masih nk kena buat undi tak percaya juga?,UMNO,-1,NORP,PROPN,False
Harap kerajaan slngor buat perubahan lepasni. No dap No ph No anwar #kerajaanselangorgagal #phgagal,phgagal,-1,ORG,NOUN,False
@hannahyeoh Mentality sama jea.. Umno subang = PM,Umno,-1,GPE,PROPN,True
"Lalu je TnGo kena RM4.00, orang UMNO je sesuai parking situ. Senang bayar pakai duit haram.",UMNO,-1,NORP,PROPN,False
Apa lagi kegagalan kerajaan ni yg kita nda nampak? Yg baik baik yg gagal tetap gagal. #KerajaanGagal,KerajaanGagal,-1,ORG,PROPN,False
Sebab kalau sokong UMNO dapat telur je kan?,UMNO,-1,NORP,PROPN,False
"Itu yang orang kata hidup hidup dekat UMNO, Padahal jawatan semata mata hahahah",UMNO,-1,NORP,PROPN,False
paling kesian perlis. kes sikit kena pkp. vaksin rate pun slow gak. kerajaan beruk,perlis,-1,LOC,PROPN,False
Sarawak Blackout. Ini semua pengaruh Anwar Ibrahim. Dap menghasut.,Anwar Ibrahim,-1,PERSON,PROPN,False
@sadhanaazahar Haah kan betul gk. Sbb baik dgn DAP lg 1 takut Anwar jual negara hahhahaha,DAP,-1,NORP,PROPN,True
@umnoonline Terbaik UMNO Pahang!!,UMNO Pahang,-1,GPE,PROPN,True
Nak join dengar space. Last last sekali penuh dengan orang PKR je. Malas aku.,PKR,-1,NORP,PROPN,False
@GovFvck @Muiz1644 Kerajaan Selangor takda kuasa untuk tutup kilang akibat covid. Hanya kerajaan persekutuan ada kuasa tu.,Selangor,-1,GPE,PROPN,True
Tapi kita sedar sebenarnya Perlis adalah kerajaan ayah pin sebab kayangan,Perlis,-1,GPE,PROPN,False
UMNO tidak boleh berkompromi dengan sikap kerajaan ini guys.,UMNO,-1,NORP,PROPN,False
"Kerajaan Negeri Sembilan ni taknak bukak PPV ke? Orang dalam N9 ni kebal agaknya, vaccination pun slow",Sembilan,-1,ORG,PROPN,False
"Its a national emergency, just have a unity government. Nak berebut sangat semua nak jadi kerajaan, masa ni la bodoh nak merasa.",government,-1,ORG,PROPN,False
Sesuka hati ceroboh negara orng... Mentang2 kerajaan tengah bodoh #KerajaanGagal,KerajaanGagal,-1,ORG,PROPN,False
@fmtoday Jawatan punya pasal lupa parti sendiri.. ini la ahli politik Melayu,Melayu,-1,NORP,PROPN,True
Kita serupa MP kuala krai kawasan kawe senyap sunyi.... Kalau bg pun mungkin org yg bendera parti dia je.... Biasanya gitu lah,org,-1,ORG,NOUN,False
Wei ada eh kuota vaksin dari parti politik?? #vaksincovid19,Wei,-1,PERSON,PROPN,False
DAP Kel ke ni?,DAP,-1,NORP,PROPN,False
@malaymail Tiada siapa yang suruh @PASPusat tolong. Gerakan kibar bendera putih ini inisiatif dari rakyat untuk rakyat. Tapi hari ini kita tahu PAS lebih gemar bermain politik berbanding membantu rakyat. Tahniah rakyat Kedah!,PAS,-1,ORG,PROPN,True
Pantek betul. Takde ke video maki dia dan parti dia waknat??,Pantek,-1,ORG,PROPN,False
@aiminod Under kerajaan selangor punya mi. Kau ni harap je duduk selangor,selangor,-1,GPE,PROPN,True
@ShahBerbicara seronok la jadi master race shah? jadi UMNO?,UMNO,-1,NORP,PROPN,True
"DAP pun macam dah tak ada isu nak jado champion. Projek tambak Penang tu haa, pi tolak dulu. Getik lah tengok perangai politisyen",tambak Penang,-1,GPE,NOUN,False
@hudasalleh2565 @FiqhTabayyun UMNO Pahang.. mcm tu lah.. bangangg,UMNO Pahang,-1,GPE,PROPN,True
Alangkah baik kalau Kerajaan PN beri bantuan sebelum rakyat angkat bendera putih. Bila orang dah desperate nak tunggang inisiatif rakyat pulak.,PN,-1,FAC,PROPN,False
"Wanita warga India, anak perempuan mati terjatuh dari tingkat 18 https://t.co/BjFgU0mToj Kerajaan tak gagal lagikah??#KerajaanPembunuh",India,-1,NORP,PROPN,False
ULASAN | Kisah Labuan melawan varian Delta https://t.co/JRL6D98Rg4 #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,PHGagal,-1,ORG,PROPN,False
Harap nanti dapat calon tanding kat Bukit Bendera untuk DAP la ye.,DAP,-1,LOC,PROPN,False
wak pagoh kena terima hakikat parti ppbm tiada sambutan..nk berpolitik dlm darurat untuk ape lagi,pagoh,-1,GPE,NOUN,False
Deme dah mengalahkan penjilat umno....,Deme,-1,GPE,PROPN,False
@IsmaFaishalAmir Haa ye dh tu. Lebih kurang mcm Gamuda ada colab dgn kerajaan utk program vaksin. Untung dh tu company bagi siap2.,Gamuda,-1,GPE,PROPN,True
@NazrinNazss @HermyRahim Hahahaa ye waknat bolehla berjumpa situ. Meeting Parti Waknat Nasional!,Meeting Parti Waknat Nasional,-1,ORG,PROPN,True
Yoo @anwaribrahim dah cakap lama pasal ni. Tapi kerajaan bodoh ni peduli apa,Yoo,-1,PERSON,PROPN,False
"@aiamDeen Puas hati dh ker yg ckp kerajaan n9 ngn selangor x buat keje,kn dh ckp kuasa bwh persekutuan.yg mmpu hnya beri nasihat.alahaii..",selangor,-1,GPE,PROPN,True
"@z_ze @SyedSaddiq Merepek apa setan. Kes 1mdb disebut oleh dunia sebagai kes kleptokrat terbesar dalam sejarah. Dalam sejarah tau, bukan dlm negeri perlis, bukan dalam rumah jiran kau. Apa lancau samakan kes najib dgn saddiq. Org dlm umno sndiri akui kes 1mdb. Kalau tak wujud ke camp dlm umno skg?",perlis,-1,GPE,PROPN,True
@NajibRazak Umno dgn geng kau jugak yang nak sangat buat Prn Sabah kan ..mengapa dato x nasihatkan deoa waktu tu..haru jugak,Prn Sabah,-1,GPE,PROPN,True
"@FaridAbuTalib @adlyzulkefly Modus operandi purbakala yang selalu dimainkan untuk bertahan kuasa. -Sentimen orang melayu,cina itu komunis, Institusi diraja &amp; agama. Semoga generasi baru tidak larut dalam dakyah politik sebegini lagi. Bangkit Malaysia",Malaysia,-1,ORG,PROPN,True
Satu lagi KEBODOHAN UMNO Barisan Nasional,UMNO Barisan Nasional,-1,ORG,PROPN,False
"Ade sape sape borang UMNO, nk isi lah... Mcm best je",UMNO,-1,NORP,PROPN,False
UMNO : Melayu bersatu ! Bela nasib melayu di dunia ! Also UMNO : Dengki tengok melayu bantu melayu,Dengki,-1,PERSON,PROPN,False
@hafizahnoslan Kerajaan kedah dgn kelantan ni la paling celaka taknak membantu rakyat diorang sendiri eeiiii,Kerajaan kedah,-1,GPE,NOUN,True
Asyik parti Kita Kita Kiri Kanan atas bawah iyeiye la je Baik me me je la Parte Meme Lesgo,Lesgo,-1,ORG,PROPN,False
Best pulak aku tengok orang Malaysia bersatu hati maki orang Kelantan,Kelantan,-1,GPE,PROPN,False
selangor susah sikit la. sbb MP byk pembangkang lol. CITF siap bagi data salah lagi.,selangor,-1,GPE,NOUN,False
"@MalaysiaGazette Kerajaan dap penang kaki sembang, negeri sendiri pun x terjaga. Hadoii",Hadoii,-1,PERSON,NOUN,True
Presiden UMNO ibarat tembak guna peluru kapor. Bunyi bising tapi tak mencapai sasaran.,UMNO,-1,NORP,PROPN,False
@princetypo @SyedAkramin ye betul. tapi kebanyakan orang muda di kampung kurang access terhadap hal politik. most of my school mate from padang rengas didn't even make it to university. sebab itu juga orang politik lebih suka bertanding di kampung sbb mereka nak manipulate orang kampung.,school,-1,ORG,NOUN,True
DAP memberi sokongan kepada mereka yang melanggar undang2?.,DAP,-1,NORP,PROPN,False
Tiba2 sebak tgk suasana PWTC.. dulu tempat kami keluarga besar UMNO berkumpul.,PWTC,-1,EVENT,PROPN,False
RT jika anda rindu kerajaan BN @NajibRazak,rindu,-1,EVENT,PROPN,False
Ahmad Marzuk ni boleh tak tarbiah dulu ahli Parti sendiri sebelum nak kepochi hal orang lain?,Ahmad Marzuk,-1,PERSON,PROPN,False
Semakin hari semakin meningkat kes kat Selangor takde tanda2 nak turun. Please lah kerajaan negeri ambil tindakan.,Selangor,-1,GPE,PROPN,False
Nak tidurlah. Kejutkan aku bila kerajaan Din Pagoh sudah jatuh.,Din Pagoh,-1,GPE,PROPN,False
Waiting for draft order . Dup dap dup dap ..,Waiting,-1,ORG,PROPN,False
Kerajaan bodoh aku ndak boleh balik Sabah!,Sabah,-1,GPE,PROPN,False
@mighvv Parlimen Indera Mahkota. Nak lawan biawak hidup paling sial. Zaman BN-PH-MN/PN tak habis juga sialnya dia tu.,BN-PH-MN,-1,ORG,PROPN,True
@Gang_Utara Ini semua DAP punya PASAL mereka semangkin BERANI,DAP,-1,NORP,NOUN,True
Jangan percaya sama orang yang bilang covid itu tidak ada Bersatu Lawan Covid19,Covid19,-1,EVENT,PROPN,False
"Kalau PAS UMNO adik beradik, PAS Bersatu Sesusu, siapa Emak diorang?",PAS UMNO,-1,NORP,PROPN,False
Byk btl isu nk kena kupas. Politik lg. Islamik fund lg. Retis preggy lg. Vaks lg. Nk call boss nk resign pn xsempat.,Islamik,-1,ORG,PROPN,False
Nusantara Bersatu,Nusantara Bersatu,0,ORG,PROPN,False
"Apa-apa pun aku still respek @SyedSaddiq sebab berkhidmat kaw kaw untuk warga Muar. Kerajaan atau pembangkang, dia terus buat kerja. Teruskan bro!",Muar,-1,GPE,PROPN,False
azmin tak puas hati abah bg jawatan kat orang UMNO..hahaha,UMNO,-1,GPE,PROPN,False
"@fmtoday Kesan income ni jadi masa BN n PH DAP pulau Pinang,,, apa dah mengarut ni",Pinang,-1,GPE,NOUN,True
standard UMNO la. Tajudin Rahman pun tak perasan yang dia memang bodo.,Tajudin Rahman,-1,PERSON,PROPN,False
Alhamdulillah. Golongan babi BN ni membuktikan mereka semua patut dibenam masa PRU.,PRU,-1,ORG,PROPN,False
Kes 12.5K pon PKPD tak diteruskan. Kan steady kerajaan skrg tu! Huh kilang terus on next week!,PKPD,-1,ORG,NOUN,False
Kalau kerajaan satu negara tu nak buat iklan macam ni mahunya dia minta bajet macam nak buat filem Harry Potter.,Harry Potter,-1,PERSON,PROPN,False
@AmenoWorld Parti Syaitan,Parti Syaitan,0,ORG,PROPN,True
"Harap kerajaan Pahang tidak jadi seperti tahi ayam...hangat sekejap lepas tu sejuk dingin, diatas tindakan merampas kembali tanah kerajaan dan memusnahkan pokok2 durian berkenaan? @MyPahang @NajibRazak",Pahang,-1,ORG,PROPN,False
DAP tindas Melayu!!! Melayu hidup merempat di tanah sendiri!!!,Melayu,-1,NORP,PROPN,False
"Unpopular Opinion: Ahli politik dibenarkan untuk meletak muka anda di kotak bantuan jika isi dalamnya mantap sebegini. Bukan macam sesetengah ahli politik yang lain, muka tepek habis besar, bila buka suam suam kuku je barang. Mcm kena scam beli Mister Potato.",Unpopular Opinion,-1,WORK_OF_ART,PROPN,False
@edryfaizal ekh bongok KO x payah nk politik sgt la . DUNIA NIE BUKAN BAPAK KO PUNYA,DUNIA NIE,-1,ORG,PROPN,True
"Rakyat jelata hilang harapan, Kegagalan kerajaan punya angkara, Wahai Mahiaddin bukalah dewan, Jangan dibiar rakyat sengsara. #benderaputih",Mahiaddin,-1,GPE,PROPN,False
Arab tak berkenan Lah tu dgn corak pemerintahan Malaysia .zaman pH OK.lagi PN yang hancurkan penting diri .benar ni,Malaysia,-1,GPE,PROPN,False
@twitsofmy @JKJAVMY Kerajaan mana gagal. PN ke PH Selangor?,PH Selangor,-1,ORG,PROPN,True
Umno tak hancur ...tuggu aku lepaskan orang baik.mana yang iri. Tempah keranda ya. Ingat batu nisan..ya,Umno,-1,GPE,PROPN,False
Kerajaan MALAYSIA - pertimbangkan - akan siasat - laksanakan - bantuan - keliru - perlu dilihat secara positif - dijangka - CIRIT,MALAYSIA,-1,ORG,NOUN,False
"Masih ada masa main politik? Wtf 11k tau tak? Rakyat hilang kerja, hilang nyawa la mangkok!! #KerajaanGagal",Rakyat,-1,GPE,PROPN,False
@LagaCawan GPS akan sokong sesiapa shj spy kerajaan persekutuan jgn kacau mereka di Sarawak,Sarawak,-1,GPE,NOUN,True
"Kalau Akmal jadi MB Selangor, mesti PPV tu tutup. Kerajaan negeri ada kuasa kotttttufhsjdbsjsjs Ha3.",Ha3,-1,ORG,PROPN,False
Nak bantuan tapi anti kerajaan? Kibar bendera Pahang je. Lepas tu makan penampar.,Pahang,-1,GPE,PROPN,False
"Daripada tafsiran saya, video ini mempunyai mesej yang jelas bahawa Malaysia memang tengah semak dengan ahli politik yang tak berguna. Harus di tebas semuanya.",Malaysia,-1,GPE,PROPN,False
ni adun DAP selangor. tapi tetiba ada kat pahang??? untuk backup penceroboh haram hutan simpan. cer teka kenapa malas nak cakap lebih-lebih huhu,DAP selangor,-1,NORP,PROPN,False
Ok ni apa celaka pulak ni???!!!! Ko ingat ko pembangkang ko selamat dari kena tibai oleh Rakyat?,Rakyat,-1,GPE,PROPN,False
Cuba lah saman kerajaan negeri Johor. Aku nak tgok berani ke tak berani.,Johor,-1,GPE,PROPN,False
@AlifAmzari @lamkanahraf @JemilahMahmood Tengoklah kejayaan Sarawak. Highest vaccination rate. Reduced reliance on ICU beds. Jangan membabi buta throw hate. Covid mana kenal warna parti. Sokong kerajaan ke sayang pembangkang ke dia serang jer semua. Big picture please. Throw your hatred someplace else.,Sarawak,-1,ORG,PROPN,True
Kita bagi banyak dah peluang kepada kerajaan tapi makin menjadi jadi. Daripada PRN Sabah lagi kita kasi peluang haih,PRN Sabah,-1,GPE,PROPN,False
Soryy to say but Kerajaan memang gagal !!!,Soryy,-1,PERSON,PROPN,False
Kerajaan terpaling pukimak. Dajey,Dajey,-1,PERSON,NOUN,False
@mighvv PRU depan buat buat tak nampak dah Parti ni dekat dalam senarai yang bertanding haha,PRU,-1,ORG,NOUN,True
"Selangor masih dipuncak liga, yg penting semua salah kerajaan, rakyat x penah salah.",Selangor,-1,GPE,PROPN,False
Bro Syed Saddiq layak ke bertanding untuk menjadi PM? Serius question sebab kurang arif dalam bidang politik.,Bro Syed Saddiq,-1,PERSON,PROPN,False
"@SpongeBobCatz Nazri aziz ni klu dlm BN dia pling gangster laa, byk statement bongkak dia keluarkn, tu belum lagi kisah dia msa jd menteri perlancongan,..mcmana org mcm ni boleh byk tahun jd ahli parlimen kt perak sne",Nazri,-1,PERSON,PROPN,True
"Aku tngok kdrama yg genre politik, law ni an org atas buat taik je rakyat terus buat rusuhan siaa. Siap baling telur lagi time dorang keluar dari kereta. Bersyukur laa rakyat Malaysia tak smpai tahap mcm tu lagi. Tapi mcm dh otw je ni",Malaysia,-1,GPE,PROPN,False
"Kini360: Hospital Klang tutup rawatan pesakit luar, tumpu kes Covid-19 https://t.co/WkhVg5uInd #PH #KerajaanGagal #PHKerajaanGagal #PHGagal",Covid-19,-1,EVENT,PROPN,False
@pacalyanghina Kerajaan Selangor takda kuasa untuk tutup kilang dan tapak pembinaan akibat covid. Hanya kerajaan persekutuan ada kuasa tu.,Selangor,-1,GPE,PROPN,True
@tanjooilong @ahkmlog @ArifSetia2013rd @ayg16 @BilliBear3 @broz6969 @cheong_desmond @devilishram @FranticKL @GEanalyst @imfsea_aruna @LowElsielow @NonVitalTooth @normsaid @yvonneAPY Pahang UMNO and violation of Laws ..berpisah tiada !,Pahang UMNO,-1,ORG,PROPN,True
Kerajaan Bebal,Kerajaan Bebal,-1,ORG,PROPN,False
Serabut Tension Kenapa x mampos je srmua ahli politik PN ..,Serabut Tension,-1,EVENT,PROPN,False
Ulama2 Parti Islam takda hadis ka utk support sambung lockdown.,Parti Islam,-1,NORP,PROPN,False
Kompius sy mcm tiada kerajaan Sabah ni..,Sabah,-1,GPE,PROPN,False
"Ebit Liew tolong orang pon dia post kat socmed sebab tu duit orang bukan duit dia, apatah lagi ahli politik yang memang sah sah pakai duit rakyat tapi lesap sepanjang tahun. Muncul bila dekat ngan pru je. Tu pon bagi kordial yang cetak muka dia besar2 kat situ.",Liew,-1,PERSON,PROPN,False
@akukeadilan_ Umno jugakkkkk. 2x5. Tajudin tak mau ka? Ambik skali la alang2. Orang kata sekali kauttt.,Tajudin,-1,GPE,PROPN,True
BFF akhirnya bersatu eh,BFF,0,ORG,PROPN,False
Kerajaan PN dah nak tumbang ke? Tetiba baru sedar ada isu MA63.,PN,-1,FAC,NOUN,False
Selangor dah terok dah kinek . Harap semua selamat. Seriously rasa nak rumbal jak muka Azmin ya. Semua ahli politik sikpat pkey.,Selangor,-1,GPE,PROPN,False
Tabung UMNO,Tabung UMNO,-1,ORG,PROPN,False
Ada apa2 berita dari kerajaan abah? TIADA. #Malaysia,Malaysia,-1,ORG,PROPN,False
DAP mmg x boleh harap. Boleh haram kan x parti ni?,DAP,-1,NORP,PROPN,False
"@mkini_bm kerajaan pn (umno pas bersatu) masuk pun dari belakang, kawal covid pun gagal. ada hati nak kianat selangor?",selangor,-1,GPE,PROPN,True
